78.67	78.11	229.49	239.47	249.45	237.81	256.10
78.11	78.67	207.88	217.85	226.17	239.47	256.10
78.67	78.11	212.86	217.85	231.16	241.13	256.10
78.67	78.11	216.19	216.19	227.83	237.81	244.46
61.49	72.57	192.91	201.22	226.17	214.53	219.52
59.28	60.94	217.85	207.88	216.19	201.22	199.56
59.28	60.94	201.22	206.21	216.19	197.90	199.56
59.28	60.94	202.89	207.88	216.19	196.23	202.89
59.28	61.49	211.20	206.21	211.20	192.91	197.90
59.83	60.39	226.17	204.55	209.54	194.57	199.56
58.72	60.39	221.18	204.55	209.54	192.91	196.23
58.17	59.83	219.52	204.55	209.54	192.91	196.23
58.72	60.94	224.51	216.19	209.54	191.24	194.57
78.67	77.01	234.48	237.81	247.79	232.82	244.46
79.22	77.01	234.48	241.13	247.79	236.15	252.78
78.67	76.45	227.83	237.81	251.11	236.15	254.44
79.22	77.01	234.48	244.46	249.45	234.48	252.78
79.78	78.11	232.82	244.46	252.78	236.15	256.10
79.78	76.45	234.48	237.81	249.45	236.15	256.10
79.78	77.01	231.16	244.46	251.11	236.15	254.44
79.78	77.01	231.16	246.12	251.11	231.16	256.10
79.78	77.01	227.83	244.46	249.45	236.15	254.44
80.33	77.56	236.15	244.46	246.12	234.48	252.78
79.78	77.56	231.16	246.12	244.46	232.82	252.78
80.33	77.56	234.48	244.46	244.46	234.48	252.78
80.88	78.11	232.82	244.46	246.12	236.15	254.44
80.88	77.56	217.85	229.49	246.12	217.85	231.16
80.88	77.56	217.85	229.49	247.79	226.17	232.82
80.33	78.11	217.85	232.82	247.79	216.19	222.84
61.49	60.94	199.56	209.54	211.20	204.55	211.20
60.94	62.05	197.90	211.20	214.53	206.21	214.53
61.49	62.60	202.89	209.54	211.20	209.54	214.53
62.05	62.60	201.22	211.20	211.20	206.21	214.53
60.94	61.49	204.55	206.21	209.54	201.22	212.86
60.94	61.49	199.56	206.21	209.54	207.88	207.88
59.83	61.49	196.23	207.88	209.54	202.89	209.54
59.83	61.49	224.51	232.82	209.54	221.18	232.82
80.88	80.88	236.15	242.80	244.46	231.16	242.80
80.33	78.11	236.15	241.13	249.45	229.49	246.12
79.78	78.11	231.16	244.46	242.80	234.48	244.46
81.44	79.78	232.82	246.12	246.12	234.48	249.45
80.88	79.22	234.48	246.12	242.80	232.82	249.45
80.33	78.67	227.83	244.46	241.13	231.16	241.13
80.33	79.22	229.49	241.13	239.47	237.81	246.12
80.88	79.22	231.16	247.79	251.11	236.15	241.13
81.44	79.22	231.16	242.80	251.11	234.48	241.13
81.44	79.78	229.49	244.46	252.78	237.81	242.80
81.99	79.78	231.16	244.46	252.78	234.48	247.79
81.44	78.67	229.49	241.13	251.11	239.47	249.45
81.99	79.22	232.82	244.46	254.44	241.13	247.79
79.78	78.67	231.16	244.46	249.45	241.13	252.78
80.33	78.67	231.16	244.46	251.11	241.13	254.44
59.83	59.28	212.86	221.18	229.49	244.46	227.83
60.39	60.94	196.23	197.90	209.54	227.83	226.17
60.39	59.83	192.91	197.90	207.88	227.83	226.17
60.39	59.83	192.91	199.56	202.89	227.83	227.83
60.39	59.28	187.92	199.56	201.22	226.17	226.17
59.83	59.83	191.24	196.23	201.22	222.84	222.84
59.83	60.39	187.92	197.90	197.90	221.18	224.51
59.28	58.17	204.55	216.19	197.90	219.52	222.84
68.14	77.01	227.83	241.13	247.79	224.51	247.79
80.88	80.33	231.16	239.47	241.13	237.81	247.79
81.44	80.33	232.82	246.12	247.79	239.47	252.78
81.44	79.78	231.16	251.11	246.12	239.47	251.11
81.44	80.33	234.48	251.11	251.11	237.81	254.44
81.44	80.88	226.17	229.49	251.11	241.13	252.78
81.99	80.88	226.17	236.15	251.11	237.81	251.11
81.99	81.44	224.51	241.13	252.78	234.48	252.78
81.99	80.88	227.83	237.81	247.79	234.48	249.45
81.44	80.33	232.82	241.13	246.12	234.48	246.12
81.99	79.78	236.15	242.80	249.45	234.48	249.45
81.99	79.78	236.15	242.80	249.45	236.15	249.45
81.99	79.78	217.85	246.12	247.79	234.48	254.44
82.55	80.33	176.28	246.12	247.79	234.48	256.10
81.99	79.78	172.95	247.79	249.45	239.47	257.76
82.55	80.88	177.94	249.45	251.11	237.81	256.10
82.55	80.88	143.02	214.53	251.11	229.49	259.43
79.22	67.03	118.07	214.53	247.79	206.21	257.76
79.78	68.70	0.00	221.18	247.79	207.88	261.09
79.78	68.70	0.00	244.46	251.11	232.82	259.43
79.78	68.70	1.00	242.80	249.45	232.82	261.09
79.78	69.80	3.00	239.47	249.45	227.83	259.43
79.78	69.25	1.00	241.13	246.12	229.49	256.10
79.78	68.70	0.00	241.13	244.46	229.49	259.43
78.67	67.59	0.00	241.13	242.80	229.49	257.76
79.22	68.70	1.00	239.47	244.46	229.49	257.76
78.67	67.59	0.00	237.81	249.45	234.48	252.78
78.67	67.59	1.00	237.81	247.79	236.15	251.11
79.22	68.14	0.00	242.80	247.79	236.15	256.10
79.22	68.14	1.00	241.13	249.45	232.82	249.45
72.57	58.72	0.00	229.49	237.81	227.83	242.80
73.68	63.16	0.00	226.17	234.48	224.51	246.12
73.68	62.60	0.00	226.17	234.48	226.17	244.46
73.68	62.60	1.00	227.83	232.82	226.17	244.46
74.24	64.26	0.00	229.49	232.82	226.17	246.12
73.68	63.16	0.00	227.83	236.15	231.16	251.11
75.34	77.56	1.00	242.80	256.10	227.83	249.45
